"OBS","IP","M1","TB3","FF","PPI"
"1964M05",46.79999923706055,155.3000030517578,3.482000112533569,3.5,33.40000152587891
"1964M06",46.90000152587891,155.6000061035156,3.477999925613403,3.5,33.5
"1964M07",47.20000076293945,156.8000030517578,3.479000091552734,3.420000076293945,33.59999847412109
"1964M08",47.5,157.8000030517578,3.50600004196167,3.5,33.59999847412109
"1964M09",47.70000076293945,158.6999969482422,3.526999950408936,3.450000047683716,33.59999847412109
"1964M10",47,159.1999969482422,3.575000047683716,3.359999895095825,33.59999847412109
"1964M11",48.5,160,3.624000072479248,3.519999980926514,33.59999847412109
"1964M12",49.09999847412109,160.3000030517578,3.855999946594238,3.849999904632568,33.59999847412109
"1965M01",49.59999847412109,160.6999969482422,3.828000068664551,3.900000095367432,33.70000076293945
"1965M02",49.90000152587891,160.8999938964844,3.928999900817871,3.980000019073486,33.70000076293945
"1965M03",50.59999847412109,161.5,3.941999912261963,4.039999961853027,33.70000076293945
"1965M04",50.79999923706055,162,3.931999921798706,4.090000152587891,33.90000152587891
"1965M05",51.20000076293945,161.6999969482422,3.894999980926514,4.099999904632568,34
"1965M06",51.59999847412109,162.1999969482422,3.809999942779541,4.039999961853027,34.20000076293945
"1965M07",52.09999847412109,163,3.831000089645386,4.090000152587891,34.20000076293945
"1965M08",52.29999923706055,163.6999969482422,3.835999965667725,4.119999885559082,34.20000076293945
"1965M09",52.40000152587891,164.8999938964844,3.911999940872192,4.010000228881836,34.29999923706055
"1965M10",52.90000152587891,166,4.032000064849854,4.079999923706055,34.40000152587891
"1965M11",53.20000076293945,166.6999969482422,4.081999778747559,4.099999904632568,34.5
"1965M12",53.79999923706055,167.8999938964844,4.361999988555908,4.320000171661377,34.70000076293945
"1966M01",54.40000152587891,169.1000061035156,4.596000194549561,4.420000076293945,34.79999923706055
"1966M02",54.70000076293945,169.6000061035156,4.670000076293945,4.599999904632568,35
"1966M03",55.5,170.5,4.625999927520752,4.650000095367432,35
"1966M04",55.5,171.8000030517578,4.611000061035156,4.670000076293945,35
"1966M05",56.09999847412109,171.3000030517578,4.642000198364258,4.900000095367432,35
"1966M06",56.29999923706055,171.6000061035156,4.539000034332275,5.170000076293945,35
"1966M07",56.59999847412109,170.3000030517578,4.855000019073486,5.300000190734863,35.20000076293945
"1966M08",56.70000076293945,170.8000030517578,4.932000160217285,5.53000020980835,35.40000152587891
"1966M09",57.20000076293945,172,5.355999946594238,5.400000095367432,35.59999847412109
"1966M10",57.59999847412109,171.1999969482422,5.38700008392334,5.53000020980835,35.5
"1966M11",57.20000076293945,171.3999938964844,5.343999862670898,5.769999980926514,35.5
"1966M12",57.29999923706055,172,5.006999969482422,5.400000095367432,35.40000152587891
"1967M01",57.59999847412109,171.8999938964844,4.758999824523926,4.940000057220459,35.5
"1967M02",57,173,4.553999900817871,5,35.40000152587891
"1967M03",56.59999847412109,174.8000030517578,4.288000106811523,4.53000020980835,35.29999923706055
"1967M04",57.20000076293945,174.1999969482422,3.851999998092651,4.050000190734863,35.20000076293945
"1967M05",56.70000076293945,175.6999969482422,3.640000104904175,3.940000057220459,35.40000152587891
"1967M06",56.70000076293945,177,3.480000019073486,3.980000019073486,35.70000076293945
"1967M07",56.5,178.1000061035156,4.308000087738037,3.789999961853027,35.79999923706055
"1967M08",57.59999847412109,179.6999969482422,4.275000095367432,3.890000104904175,35.70000076293945
"1967M09",57.5,180.6999969482422,4.451000213623047,4,35.79999923706055
"1967M10",58,181.6999969482422,4.587999820709229,3.880000114440918,35.79999923706055
"1967M11",58.79999923706055,182.3999938964844,4.76200008392334,4.119999885559082,35.79999923706055
"1967M12",59.5,183.3000030517578,5.01200008392334,4.510000228881836,36
"1968M01",59.40000152587891,184,5.080999851226807,4.599999904632568,36.09999847412109
"1968M02",59.59999847412109,184.6999969482422,4.968999862670898,4.71999979019165,36.29999923706055
"1968M03",59.79999923706055,185.5,5.144000053405762,5.050000190734863,36.29999923706055
"1968M04",59.90000152587891,186.6000061035156,5.364999771118164,5.760000228881836,36.29999923706055
"1968M05",60.59999847412109,188,5.620999813079834,6.119999885559082,36.5
"1968M06",60.79999923706055,189.3999938964844,5.544000148773193,6.070000171661377,36.70000076293945
"1968M07",60.70000076293945,190.5,5.381999969482422,6.019999980926514,36.79999923706055
"1968M08",60.90000152587891,191.8000030517578,5.09499979019165,6.03000020980835,36.70000076293945
"1968M09",61.09999847412109,192.6999969482422,5.202000141143799,5.78000020980835,36.90000152587891
"1968M10",61.20000076293945,194,5.334000110626221,5.920000076293945,36.90000152587891
"1968M11",62,196,5.492000102996826,5.809999942779541,37.09999847412109
"1968M12",62.20000076293945,197.3999938964844,5.915999889373779,6.019999980926514,37.09999847412109
"1969M01",62.59999847412109,198.6999969482422,6.177000045776367,6.300000190734863,37.29999923706055
"1969M02",63,199.3000030517578,6.156000137329102,6.639999866485596,37.29999923706055
"1969M03",63.5,200,6.079999923706055,6.789999961853027,37.5
"1969M04",63.20000076293945,200.6999969482422,6.150000095367432,7.409999847412109,37.5
"1969M05",63,200.8000030517578,6.077000141143799,8.670000076293945,37.79999923706055
"1969M06",63.59999847412109,201.3000030517578,6.493000030517578,8.899999618530273,38
"1969M07",63.90000152587891,201.6999969482422,7.004000186920166,8.609999656677246,38.20000076293945
"1969M08",64.09999847412109,201.6999969482422,7.006999969482422,9.189999580383301,38.09999847412109
"1969M09",64.09999847412109,202.1000061035156,7.129000186920166,9.149999618530273,38.20000076293945
"1969M10",64.09999847412109,202.8999938964844,7.039999961853027,9,38.40000152587891
"1969M11",63.5,203.6000061035156,7.192999839782715,8.850000381469727,38.70000076293945
"1969M12",63.29999923706055,203.8999938964844,7.71999979019165,8.970000267028809,38.90000152587891
"1970M01",62.09999847412109,206.1999969482422,7.914000034332275,8.979999542236328,39.09999847412109
"1970M02",62.09999847412109,205,7.164000034332275,8.979999542236328,39.09999847412109
"1970M03",62,205.8000030517578,6.710000038146973,7.760000228881836,39.20000076293945
"1970M04",61.90000152587891,206.6999969482422,6.480000019073486,8.100000381469727,39
"1970M05",61.79999923706055,207.1999969482422,7.034999847412109,7.940000057220459,39.09999847412109
"1970M06",61.59999847412109,207.5,6.742000102996826,7.599999904632568,39.20000076293945
"1970M07",61.70000076293945,208,6.467999935150147,7.210000038146973,39.40000152587891
"1970M08",61.59999847412109,209.8999938964844,6.412000179290772,6.610000133514404,39.20000076293945
"1970M09",61.20000076293945,211.8000030517578,6.24399995803833,6.289999961853027,39.40000152587891
"1970M10",60,212.8999938964844,5.927000045776367,6.199999809265137,39.5
"1970M11",59.59999847412109,213.6999969482422,5.288000106811523,5.599999904632568,39.70000076293945
"1970M12",61,214.3999938964844,4.860000133514404,4.900000095367432,39.70000076293945
"1971M01",61.5,215.5,4.49399995803833,4.139999866485596,40
"1971M02",61.29999923706055,217.3999938964844,3.773000001907349,3.72000002861023,40.20000076293945
"1971M03",61.29999923706055,218.8000030517578,3.322999954223633,3.710000038146973,40.29999923706055
"1971M04",61.59999847412109,220,3.779999971389771,4.150000095367432,40.29999923706055
"1971M05",61.90000152587891,222,4.138999938964844,4.630000114440918,40.5
"1971M06",62.20000076293945,223.5,4.698999881744385,4.909999847412109,40.59999847412109
"1971M07",62,224.8999938964844,5.40500020980835,5.309999942779541,40.59999847412109
"1971M08",61.70000076293945,225.6000061035156,5.078000068664551,5.570000171661377,40.70000076293945
"1971M09",62.70000076293945,226.5,4.668000221252441,5.550000190734863,40.59999847412109
"1971M10",63.09999847412109,227.1999969482422,4.488999843597412,5.199999809265137,40.59999847412109
"1971M11",63.40000152587891,227.8000030517578,4.190999984741211,4.909999847412109,40.70000076293945
"1971M12",64.09999847412109,228.3000030517578,4.02299976348877,4.139999866485596,41
"1972M01",65.59999847412109,230.1000061035156,3.403000116348267,3.5,41.20000076293945
"1972M02",66,232.3000030517578,3.180000066757202,3.289999961853027,41.40000152587891
"1972M03",66.5,234.3000030517578,3.723000049591065,3.829999923706055,41.40000152587891
"1972M04",67.59999847412109,235.5,3.723000049591065,4.170000076293945,41.29999923706055
"1972M05",67.5,235.8999938964844,3.648000001907349,4.269999980926514,41.5
"1972M06",67.69999694824219,236.6000061035156,3.874000072479248,4.460000038146973,41.70000076293945
"1972M07",67.59999847412109,238.8000030517578,4.059000015258789,4.550000190734863,42
"1972M08",68.5,240.8999938964844,4.013999938964844,4.800000190734863,42
"1972M09",69.19999694824219,243.1000061035156,4.651000022888184,4.869999885559082,42.09999847412109
"1972M10",70.19999694824219,245,4.718999862670898,5.039999961853027,41.90000152587891
"1972M11",71.09999847412109,246.3999938964844,4.77400016784668,5.059999942779541,42.20000076293945
"1972M12",71.69999694824219,249.1999969482422,5.060999870300293,5.329999923706055,42.59999847412109
"1973M01",71.80000305175781,251.5,5.307000160217285,5.940000057220459,43.09999847412109
"1973M02",72.80000305175781,252.1000061035156,5.558000087738037,6.579999923706055,43.70000076293945
"1973M03",72.80000305175781,251.6000061035156,6.053999900817871,7.090000152587891,44.40000152587891
"1973M04",73,252.6999969482422,6.289000034332275,7.119999885559082,44.70000076293945
"1973M05",73.40000152587891,254.8999938964844,6.348000049591065,7.840000152587891,45
"1973M06",73.90000152587891,256.7000122070313,7.188000202178955,8.489999771118164,45.40000152587891
"1973M07",74.40000152587891,257.5,8.015000343322754,10.39999961853027,45.5
"1973M08",74.30000305175781,257.7999877929688,8.671999931335449,10.5,47
"1973M09",74.90000152587891,257.8999938964844,8.477999687194824,10.77999973297119,46.79999923706055
"1973M10",75.19999694824219,259,7.15500020980835,10.01000022888184,46.79999923706055
"1973M11",75.19999694824219,261,7.866000175476074,10.02999973297119,47
"1973M12",74,262.7999877929688,7.363999843597412,9.949999809265137,47.59999847412109
"1974M01",73,263.7999877929688,7.755000114440918,9.649999618530273,49
"1974M02",72.69999694824219,265.2999877929688,7.059999942779541,8.970000267028809,49.90000152587891
"1974M03",73,266.7000122070313,7.986000061035156,9.350000381469727,50.20000076293945
"1974M04",72.90000152587891,267.2000122070313,8.229000091552734,10.51000022888184,50.59999847412109
"1974M05",73.80000305175781,267.6000061035156,8.430000305175781,11.3100004196167,51.20000076293945
"1974M06",74,268.3999938964844,8.145000457763672,11.93000030517578,51.29999923706055
"1974M07",73.59999847412109,269.3999938964844,7.751999855041504,12.92000007629395,52.79999923706055
"1974M08",73.40000152587891,270,8.744000434875488,12.01000022888184,53.70000076293945
"1974M09",73.69999694824219,271.1000061035156,8.36299991607666,11.34000015258789,54.20000076293945
"1974M10",73.19999694824219,272.3999938964844,7.24399995803833,10.0600004196167,55.29999923706055
"1974M11",71.09999847412109,273.7000122070313,7.585000038146973,9.449999809265137,56.20000076293945
"1974M12",68.09999847412109,274.2999877929688,7.178999900817871,8.529999732971191,56.29999923706055
"1975M01",66.30000305175781,273.7999877929688,6.493000030517578,7.130000114440918,56.79999923706055
"1975M02",65.30000305175781,274.7000122070313,5.583000183105469,6.239999771118164,56.79999923706055
"1975M03",64.09999847412109,276.6000061035156,5.544000148773193,5.539999961853027,56.59999847412109
"1975M04",64.69999694824219,276.2000122070313,5.693999767303467,5.489999771118164,57
"1975M05",64.5,278.7999877929688,5.315000057220459,5.21999979019165,57.40000152587891
"1975M06",65.30000305175781,282.5,5.192999839782715,5.550000190734863,57.90000152587891
"1975M07",65.69999694824219,283.2000122070313,6.164000034332275,6.099999904632568,58.59999847412109
"1975M08",66.90000152587891,284.6000061035156,6.462999820709229,6.139999866485596,58.70000076293945
"1975M09",67.59999847412109,285.6000061035156,6.382999897003174,6.239999771118164,59.20000076293945
"1975M10",67.90000152587891,285,6.080999851226807,5.820000171661377,59.90000152587891
"1975M11",68.59999847412109,287.7000122070313,5.467999935150147,5.21999979019165,59.90000152587891
"1975M12",69.09999847412109,287.3999938964844,5.504000186920166,5.199999809265137,60
"1976M01",69.90000152587891,288.5,4.960999965667725,4.869999885559082,60.09999847412109
"1976M02",71.09999847412109,290.8999938964844,4.852000236511231,4.769999980926514,59.90000152587891
"1976M03",70.90000152587891,292.2999877929688,5.046999931335449,4.840000152587891,59.90000152587891
"1976M04",71.19999694824219,294.2000122070313,4.877999782562256,4.820000171661377,60.29999923706055
"1976M05",72,296.1000061035156,5.184999942779541,5.289999961853027,60.40000152587891
"1976M06",72.09999847412109,295.7999877929688,5.442999839782715,5.480000019073486,60.59999847412109
"1976M07",72.5,297,5.277999877929688,5.309999942779541,60.79999923706055
"1976M08",72.90000152587891,298.8999938964844,5.152999877929688,5.289999961853027,60.70000076293945
"1976M09",73.09999847412109,299.5,5.074999809265137,5.25,60.90000152587891
"1976M10",73.40000152587891,302.7000122070313,4.929999828338623,5.03000020980835,61.59999847412109
"1976M11",74.59999847412109,303.5,4.809999942779541,4.949999809265137,61.79999923706055
"1976M12",75.19999694824219,306.2999877929688,4.355000019073486,4.650000095367432,62.29999923706055
"1977M01",75.5,309.1000061035156,4.597000122070313,4.610000133514404,62.59999847412109
"1977M02",75.90000152587891,311.5,4.662000179290772,4.679999828338623,63.20000076293945
"1977M03",76.59999847412109,313.5,4.61299991607666,4.690000057220459,63.59999847412109
"1977M04",77.69999694824219,316.1000061035156,4.539999961853027,4.730000019073486,64.09999847412109
"1977M05",78.30000305175781,316.6000061035156,4.941999912261963,5.349999904632568,64.59999847412109
"1977M06",78.90000152587891,318,5.004000186920166,5.389999866485596,64.69999694824219
"1977M07",78.90000152587891,320.3999938964844,5.145999908447266,5.420000076293945,65
"1977M08",79,322.1000061035156,5.5,5.900000095367432,65
"1977M09",79.40000152587891,324.2000122070313,5.769999980926514,6.139999866485596,65.30000305175781
"1977M10",79.40000152587891,327.2000122070313,6.188000202178955,6.46999979019165,66
"1977M11",79.5,329,6.159999847412109,6.510000228881836,66.19999694824219
"1977M12",79.09999847412109,331.1000061035156,6.063000202178955,6.559999942779541,66.5
"1978M01",78.80000305175781,334.7999877929688,6.447999954223633,6.699999809265137,67.09999847412109
"1978M02",79,335.2999877929688,6.456999778747559,6.78000020980835,67.59999847412109
"1978M03",80,336.8999938964844,6.318999767303467,6.789999961853027,67.80000305175781
"1978M04",82,340.2999877929688,6.306000232696533,6.889999866485596,68.69999694824219
"1978M05",82.30000305175781,343.6000061035156,6.429999828338623,7.360000133514404,69.30000305175781
"1978M06",83.09999847412109,345.6000061035156,6.706999778747559,7.599999904632568,69.80000305175781
"1978M07",83.30000305175781,347.6000061035156,7.073999881744385,7.809999942779541,70.40000152587891
"1978M08",83.59999847412109,349.2999877929688,7.035999774932861,8.039999961853027,70.19999694824219
"1978M09",84.09999847412109,353.1000061035156,7.835999965667725,8.449999809265137,70.69999694824219
"1978M10",84.5,354.1000061035156,8.131999969482422,8.960000038146973,71.59999847412109
"1978M11",85.19999694824219,355.7999877929688,8.786999702453613,9.760000228881836,71.90000152587891
"1978M12",85.40000152587891,358.1000061035156,9.121999740600586,10.02999973297119,72.69999694824219
"1979M01",85.09999847412109,358.7999877929688,9.35099983215332,10.06999969482422,73.69999694824219
"1979M02",85.80000305175781,359.8999938964844,9.265000343322754,10.0600004196167,74.59999847412109
"1979M03",86.09999847412109,362.6000061035156,9.456999778747559,10.09000015258789,75.09999847412109
"1979M04",85.19999694824219,367.8999938964844,9.493000030517578,10.01000022888184,75.90000152587891
"1979M05",86.19999694824219,367.7999877929688,9.579000473022461,10.23999977111816,76.40000152587891
"1979M06",86.09999847412109,372.7000122070313,9.045000076293945,10.28999996185303,76.69999694824219
"1979M07",85.59999847412109,376.5,9.26200008392334,10.47000026702881,77.5
"1979M08",85.30000305175781,378.6000061035156,9.449999809265137,10.9399995803833,78
"1979M09",85.5,380.7999877929688,10.18200016021729,11.43000030517578,79.19999694824219
"1979M10",86,381.6000061035156,11.47200012207031,13.77000045776367,80.5
"1979M11",85.69999694824219,381.6000061035156,11.86800003051758,13.18000030517578,81.19999694824219
"1979M12",85.59999847412109,382.3999938964844,12.07100009918213,13.77999973297119,82
"1980M01",85.90000152587891,385.8999938964844,12.03600025177002,13.81999969482422,83.5
"1980M02",86.19999694824219,389.6000061035156,12.81400012969971,14.13000011444092,84.69999694824219
"1980M03",86.19999694824219,389.2000122070313,15.52600002288818,17.19000053405762,85.5
"1980M04",84.5,383.6000061035156,14.00300025939941,17.61000061035156,86.30000305175781
"1980M05",82.5,383,9.149999618530273,10.97999954223633,86.69999694824219
"1980M06",81.5,388.3999938964844,6.994999885559082,9.470000267028809,87.30000305175781
"1980M07",81.19999694824219,392.8999938964844,8.12600040435791,9.029999732971191,88.80000305175781
"1980M08",82.40000152587891,399.8999938964844,9.258999824523926,9.609999656677246,89.59999847412109
"1980M09",83.5,405.3999938964844,10.32100009918213,10.86999988555908,89.59999847412109
"1980M10",84,409.8999938964844,11.57999992370606,12.8100004196167,91
"1980M11",85.5,412.6000061035156,13.88799953460693,15.85000038146973,91.30000305175781
"1980M12",85.90000152587891,408.5,15.66100025177002,18.89999961853027,91.69999694824219
"1981M01",85.19999694824219,411.5,14.72399997711182,19.07999992370606,93
"1981M02",85.40000152587891,414.3999938964844,14.90499973297119,15.93000030517578,93.80000305175781
"1981M03",85.69999694824219,419.1000061035156,13.47799968719482,14.69999980926514,94.80000305175781
"1981M04",85,427.1000061035156,13.63500022888184,15.72000026702881,95.69999694824219
"1981M05",85.59999847412109,424,16.29500007629395,18.52000045776367,96.09999847412109
"1981M06",86.09999847412109,424.1000061035156,14.55700016021729,19.10000038146973,96.40000152587891
"1981M07",87.09999847412109,426.1000061035156,14.69900035858154,19.04000091552734,96.90000152587891
"1981M08",86.90000152587891,427.5,15.61200046539307,17.81999969482422,96.69999694824219
"1981M09",86.5,427.7999877929688,14.95100021362305,15.86999988555908,96.69999694824219
"1981M10",85.80000305175781,429.2000122070313,13.8730001449585,15.07999992370606,97.80000305175781
"1981M11",84.80000305175781,432,11.26900005340576,13.3100004196167,97.90000152587891
"1981M12",84.09999847412109,436.2999877929688,10.92599964141846,12.36999988555908,98.19999694824219
"1982M01",82.40000152587891,443.3999938964844,12.41199970245361,13.22000026702881,99
"1982M02",84.19999694824219,441.3999938964844,13.77999973297119,14.77999973297119,99
"1982M03",83.69999694824219,442.3999938964844,12.49300003051758,14.68000030517578,98.80000305175781
"1982M04",83.19999694824219,446.7999877929688,12.82100009918213,14.9399995803833,98.80000305175781
"1982M05",82.69999694824219,446.2999877929688,12.14799976348877,14.44999980926514,99
"1982M06",82.40000152587891,447,12.10799980163574,14.14999961853027,99.69999694824219
"1982M07",82,447.6000061035156,11.91399955749512,12.59000015258789,100.4000015258789
"1982M08",81.59999847412109,451.6000061035156,9.005999565124512,10.11999988555908,100.5999984741211
"1982M09",81,457.2000122070313,8.196000099182129,10.3100004196167,100.1999969482422
"1982M10",80.30000305175781,465.7999877929688,7.75,9.710000038146973,101.1999969482422
"1982M11",80,471.7000122070313,8.041999816894531,9.199999809265137,101.5
"1982M12",79.30000305175781,474.2999877929688,8.012999534606934,8.949999809265137,101.6999969482422
"1983M01",80.80000305175781,477.7000122070313,7.809999942779541,8.680000305175781,101.1999969482422
"1983M02",80.69999694824219,483.7999877929688,8.130000114440918,8.510000228881836,101.1999969482422
"1983M03",81.30000305175781,489.8999938964844,8.303999900817871,8.770000457763672,101
"1983M04",82.30000305175781,493.5,8.251999855041504,8.800000190734863,100.9000015258789
"1983M05",83.19999694824219,499.5,8.185000419616699,8.630000114440918,101.3000030517578
"1983M06",83.69999694824219,503.2000122070313,8.819999694824219,8.979999542236328,101.5999984741211
"1983M07",85.30000305175781,508.2999877929688,9.119999885559082,9.369999885559082,101.8000030517578
"1983M08",86.5,510.3999938964844,9.390000343322754,9.560000419616699,102
"1983M09",87.90000152587891,512.5999755859375,9.050000190734863,9.449999809265137,101.5999984741211
"1983M10",88.59999847412109,518,8.710000038146973,9.479999542236328,102.5
"1983M11",88.80000305175781,519.2999877929688,8.710000038146973,9.340000152587891,102.1999969482422
"1983M12",89.19999694824219,521,8.960000038146973,9.470000267028809,102.3000030517578
"1984M01",91,525.0999755859375,8.930000305175781,9.550000190734863,103.1999969482422
"1984M02",90.90000152587891,527.5,9.029999732971191,9.600000381469727,103.5999984741211
"1984M03",91.90000152587891,531,9.439999580383301,9.899999618530273,103.8000030517578
"1984M04",92.40000152587891,533.9000244140625,9.689999580383301,10.30000019073486,103.8000030517578
"1984M05",93,536.2999877929688,9.899999618530273,10.3100004196167,103.6999969482422
"1984M06",93.5,540.2000122070313,9.939999580383301,11.06999969482422,103.6999969482422
"1984M07",93.90000152587891,540.9000244140625,10.13000011444092,11.22000026702881,104.1999969482422
"1984M08",94,540.7999877929688,10.48999977111816,11.64999961853027,103.8000030517578
"1984M09",93.90000152587891,544.2000122070313,10.40999984741211,11.30000019073486,103.1999969482422
"1984M10",93.19999694824219,543.7999877929688,9.970000267028809,9.989999771118164,103.9000015258789
"1984M11",93.30000305175781,547.5,8.789999961853027,9.420000076293945,104.1999969482422
"1984M12",92.80000305175781,552.0999755859375,8.159999847412109,8.390000343322754,104
"1985M01",93.09999847412109,556.2000122070313,7.760000228881836,8.350000381469727,104.0999984741211
"1985M02",93.80000305175781,563.2000122070313,8.220000267028809,8.5,104.1999969482422
"1985M03",94.09999847412109,566.5999755859375,8.569999694824219,8.579999923706055,104.0999984741211
"1985M04",94.5,569.9000244140625,8,8.270000457763672,104.4000015258789
"1985M05",94.69999694824219,574.7999877929688,7.559999942779541,7.96999979019165,104.8000030517578
"1985M06",94.40000152587891,583.2999877929688,7.010000228881836,7.53000020980835,104.8000030517578
"1985M07",94.09999847412109,589.2000122070313,7.050000190734863,7.880000114440918,105.0999984741211
"1985M08",94.5,596.5,7.179999828338623,7.900000095367432,104.5999984741211
"1985M09",95,604,7.079999923706055,7.920000076293945,103.3000030517578
"1985M10",94.19999694824219,607.5999755859375,7.170000076293945,7.989999771118164,105
"1985M11",94.59999847412109,612.5999755859375,7.199999809265137,8.050000190734863,105.5999984741211
"1985M12",95.59999847412109,619.9000244140625,7.070000171661377,8.270000457763672,105.9000015258789
"1986M01",96.09999847412109,620.9000244140625,7.039999961853027,8.140000343322754,105.5
"1986M02",95.5,625.0999755859375,7.03000020980835,7.860000133514404,104
"1986M03",94.59999847412109,633.7000122070313,6.590000152587891,7.480000019073486,102.5999984741211
